企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
重庆兔紫教育科技有限公司,存续,李军,200万元人民币,2019/10/15,重庆,,,,,91500106MA60KCPF18,91500106MA60KCPF18,,MA60KCPF-1,0,有限责任公司,教育,,重庆市沙坪坝区沙正街39号附66-2号,"教学软件的研发、销售;口才培训;主持人培训;舞蹈培训;声乐培训;美术培训;书法培训;武术培训(取得相关行政许可后,在许可范围内从事经营);乐器培训;少儿编程培训;棋类培训(以上培训均);招生招考信息咨询;学生课后看护服务(;);提供上门式家庭教师服务;户外活动策划;企业管理咨询;会议服务;文体用品销售;图书零售(须取得相关行政许可或审批后方可从事经营);承办展览展示活动;设计、制作、发布、代理国内外广告;场地租赁。(以上范围国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营)*"
安徽才米匠科技发展有限公司,存续,朱丽萍,500万元人民币,2019/11/26,安徽,安庆市,,,,91340824MA2UBH7W04,91340824MA2UBH7W04,,MA2UBH7W-0,0,有限责任公司(自然人独资),批发业,,安徽省安庆市潜山市梅城镇桃园路蓝鼎中央城12栋29号,信息技术开发、技术转让、技术咨询、技术推广、技术服务;基础软件、应用软件、服务软件开发及咨询;教育软件、教育产品的研发、推广与销售;教育咨询;少儿机器人和少儿编程信息咨询;网站建设、维护;计算机系统服务;互联网信息服务;平面设计、电脑图文设计;标识标牌设计、制作;国内广告代理设计、制作及发布;漫画、动画、动漫设计、制作;动画剧本创作;广播电视节目制作;企业管理咨询、商务信息咨询、企业形象策划、营销策划、品牌策划;组织策划文化艺术交流活动;承包展览展示服务;儿童社会模拟体验服务;儿童玩具设备租赁。游戏软件开发及销售;动漫衍生产品、儿童用品研发、推广、销售;计算机软硬件及辅助设备、文具用品、玩具、服装鞋帽、仪器仪表、日用品、办公用品批发和零售。自营和代理各类商品及技术进出口业务)
深圳市星艺田教育科技有限公司,注销,黄浩,150万元人民币,2017/7/21,广东,深圳市,18820163295,,594444747@qq.com,91440300MA5EMRPR2E,91440300MA5EMRPR2E,4.40E+14,MA5EMRPR-2,1,有限责任公司(自然人独资),,,深圳市龙岗区龙城街道吉祥中路余岭山庄A栋第5层501,"一般经营项目是:因私出境咨询服务;文化交流活动策划;自费出国留学咨询服务;会务服务;翻译服务;教育咨询;教育软件研发;计算机软件研发及销售;声乐教材研发;舞蹈教材研发;绘画教材研发;英语教材研发;钢琴教材研发;国内贸易;货物及技术进出口;,许可经营项目是:广告设计与制作;组织策划国内夏令营活动;声乐培训;绘画培训;舞蹈培训;英语培训;语文培训;数学培训;乐高培训;少儿编程培训;模特培训;瑜伽培训;录音培训;钢琴培训;二胡培训;小提琴培训;爵士鼓培训;吉他培训;古筝培训;长笛培训;小童星培养及咨询服务;乐队组合培训;合唱团培训;舞台表演培训;"
合肥庐阳区小能马教育科技工作室,存续,张响,,2019/4/19,安徽,合肥市,,,,92340103MA2TMLD82K,92340103MA2TMLD82K,3.40E+14,MA2TMLD8-2,0,个体工商户,教育,,合肥市庐阳区利辛路210号上城国际新城百合苑SY1幢商113/商113上,教育软件、教育产品的研发、推广与销售;教育信息咨询;少儿机器人和少儿编程信息咨询;文化活动组织策划与交流;文具用品、工艺品、玩具、日用品、服装、影像制品、电子出版物、图书批发兼零售。
贵州云众知乐教育科技有限公司,存续,张玲莉,500万元人民币,2015/9/10,贵州,贵阳市,0851-85721188,0851-85721588；,864538872@qq.com,91520102MA6DJCQ369,91520102MA6DJCQ369,5.20E+14,MA6DJCQ3-6,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,http://www.yunzhongzhile.com,贵阳市南明区花果园路花果园项目R-2区第1栋(1)1单元7层12号[花果园社区],"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(从事电子产品及配件的研发、设计、生产与销售;利用电子元器件及配件进行各种机器人、智能玩具的研发、设计、生产(限分支机构持证经营)与销售;塑胶模具、塑胶制品、玩具、积木、可编程电子积木、少儿编程教具研发、生产(限分支机构,持证经营)、销售、办公用品的设计,生产(限分支机构,持证经营)与销售;提供智能编程机器人、智能玩具的技术咨询服务;进出口业务);计算机系统集成、计算机软硬件及外围设备的研发及销售;计算机领域内电子科技的技术开发、技术服务、技术转让、技术咨询;教育信息咨询服务;房地产经纪;文化艺术交流活动策划;市场营销策划;会议及展览展示服务。)"
深圳创造非凡科技有限公司,存续,王磊,100万元人民币,2018/8/23,广东,深圳市,,,,91440300MA5F9NDX40,91440300MA5F9NDX40,4.40E+14,MA5F9NDX-4,0,有限责任公司,零售业,,深圳市南山区桃源街道塘兴路133号集悦城B区38栋116,"一般经营项目是:少儿教育科技的技术开发、技术转让、技术咨询、技术服务、技术推广;计算机系统服务;信息技术;数据处理);应用软件服务;基础软件服务;软件开发;软件咨询;企业策划、设计;公共关系服务;从事广告业务;会议服务;承办展览展示活动;组织文化艺术交流活动;文化咨询;教育咨询);产品设计;电脑动画设计;经济贸易咨询;企业管理咨询;销售计算机、机器人、智能机、软件及辅助设备、电子产品、通讯设备、机械设备、汽车零配件、日用品、服装、鞋帽、玩具、文化用品、家用电器、仪器仪表;计算机编程;计算机软件设计;从事文化交流活动策划;教育信息咨询;企业形象策划;文化活动策划;装潢设计、美术设计、电脑动画设计;展览展示策划;经营电子商务;国内贸易;经营进出口业务;教育培训;教育信息咨询;文化活动策划。,限制的项目须取得许可后方可经营),许可经营项目是:出版物零售。"
艺多教育集团（深圳）有限公司,存续,呼义多,500万元人民币,2019/7/10,广东,深圳市,,,,91440300MA5FPC3G9D,91440300MA5FPC3G9D,4.40E+14,MA5FPC3G-9,0,有限责任公司,商务服务业,,深圳市南山区蛇口街道南水社区南水村32号301,"一般经营项目是:教育项目的投资;品牌营销策划;创业投资咨询业务;企业管理培训;企业形象策划;市场调研;市场营销策划;公关策划;展览展示策划;经营电子商务;国内贸易;经营进出口业务;投资兴办实业(具体项目另行申报);教育咨询;教育培训;少儿编程培训;语言培训;教育软件、计算机软硬件、电子产品的的研发、技术开发、技术咨询、技术服务、技术转让及销售;编程类、人工智能类及机器人类的课程研发、设计与销售;机器人、人工智能及编程赛事活动的策划;文化活动组织策划;礼仪策划;会务策划;从事广告业务;装潢设计、美术设计、电脑动画设计;商务信息咨询;企业管理咨询;夏令营活动策划;教育科技开发;素质教育的研发;商务信息咨询;户外活动策划;家政服务;音乐、舞蹈、美术培训;演出庆典活动策划;文艺赛事活动策划;影视策划;教学用品、乐器、服装、工艺礼品、电子产品、文具用品、家具、旅游工艺品、体育用品的研发与销售,限制的项目须取得许可后方可经营)。,许可经营项目是:人力资源服务;从事旅游业务;劳务派遣;文艺演出;游学交流活动的策划。"
巴南区清创文化艺术传播中心,存续,徐银花,,2019/9/25,重庆,,,,,92500113MA60JPM26P,92500113MA60JPM26P,,MA60JPM2-6,0,个体工商户,商务服务业,,重庆市巴南区石泉路626号附5号2-商铺1、商铺16,其他文化艺术业、少儿英语、少儿口才与演讲、少儿编程、家庭教育与兴趣培养、家校思维训练智力养成、联合托管、书法培训、美术培训、珠心算培训、音乐培训、舞蹈培训、国画培训、跆拳道培训、钢琴培训、中国象棋培训、架子鼓培训、大小管培训、小提琴培训、小语种培训;学生托管服务(;)。***
广东寸草心教育科技有限公司,在业,孙剑,500万元人民币,2019/9/23,广东,东莞市,,,,91441900MA53RJWX17,91441900MA53RJWX17,,MA53RJWX-1,0,其他有限责任公司,教育,,广东省东莞市松山湖园区科技二路10号1栋1单元1011室、1012室,"教育领域内的相关技术开发;研学培训(国家学校教育制度以外的研学培训活动);国内旅游、入境旅游和出境旅游招徕、组织、接待业务;文化艺术交流活动组织策划;文化信息咨询;冬夏令营活动组织与策划;体育赛事活动组织策划;创意策划服务;自费出国留学中介服务;职业中介;企业管理咨询;成人非学历教育培训;语言能力培训、文化艺术培训、少儿机器人编程培训(国家学校教育制度以外的语言能力培训,且);设计、代理、发布国内各类广告;教育信息咨询;计算机软件技术服务、技术咨询;软件开发;数字技术服务;数据处理和存储服务;教学设备研发;市场营销策划;信息系统集成服务;销售:体育器械、办公用品、办公耗材;跑道工程施工;教学设备、电子产物的研发;场地出租服务;货物或技术进出口)。"
深圳市栋智慧教育服务有限公司,存续,刘峥,500万元人民币,2017/4/26,广东,深圳市,17727932295,,17727932295@163.com,91440300MA5EGM4L3W,91440300MA5EGM4L3W,4.40E+14,MA5EGM4L-3,0,有限责任公司(自然人独资),,,深圳市南山区蛇口街道南水社区南水村32号201,"一般经营项目是:教育项目的引进、学习、推广;教学用品的开发;品牌营销策划;创业指导咨询服务;企业管理培训;企业形象策划;市场调研;市场营销策划;公关策划;展览展示策划;经营电子商务;国内贸易;经营进出口业务;投资兴办实业(具体项目另行申报);教育咨询;教育培训;少儿编程培训;语言培训;教育软件、计算机软硬件、电子产品、教学用品及周边配件、教学设备、人工智能机电产品、机器人科技产品及零配件、投影机、电子产品、多媒体教学设备、影音设备、视频会议及网络应用设备、安防监控设备、工业自动化控制设备、仪器仪表的研发、技术开发、技术咨询、技术服务、技术转让及销售;编程类、人工智能类及机器人类的课程研发、设计与销售;机器人、人工智能及编程赛事活动的策划;游学交流活动的策划;文化活动策划;礼仪策划;会务策划;从事广告业务;美术培训;装潢设计、美术设计、电脑动画设计;商务信息咨询;企业管理咨询,限制的项目须取得许可后方可经营)。,许可经营项目是:劳务派遣"
蒲公英幼童早期教育（深圳）有限公司,存续,范碧妍,50万元人民币,2019/10/21,广东,深圳市,,,,91440300MA5FW5446H,91440300MA5FW5446H,4.40E+14,MA5FW544-6,0,有限责任公司,教育,,深圳市宝安区新安街道海旺社区N26区宝兴路21号万骏经贸大厦1204-1205室,"一般经营项目是:生物基因检测技术咨询、技术服务;教育产业投资;企业形象策划;市场营销策划;儿童营养健康、心理健康、潜能开发信息咨询服务;在教育管理领域内提供的教育科研、技术咨询、教育信息咨询的服务;教育课程、教材、教育设备仪器、教育软件、互联网软件的技术研发、设计及销售;3岁以下婴幼儿照护服务、早期教育;美术、音乐、舞蹈、幼儿编程培训;文化艺术交流活动的组织策划;工艺礼品、文化艺术用品、文具的销售;夏令营及少儿活动组织、策划;展览、展示及会务服务;摄像摄影服务;国内贸易;经营进出口业务。(依法须批准的项目,经相关部门批准后方可开展经营活动),许可经营项目是:预包装食品的销售。"
宁波语塑教育信息咨询有限公司,存续,胡咏平,120万元人民币,2016/10/14,浙江,宁波市,,,,91330212MA282RP446,91330212MA282RP446,3.30E+14,MA282RP4-4,0,有限责任公司(自然人独资),商务服务业,,宁波市鄞州区天童南路666号701室-3,教育信息咨询;翻译服务;婚庆服务;美术、棋类、书法、舞蹈、乐器、乐高积木、少儿主持人培训;跆拳道、击剑、足球、乒乓球、羽毛球、田径、马术、瑜伽培训;网站设计;教学设备、教学器材、办公用品的销售及技术开发、技术转让;文化创作服务;计算机编程、小型机器人制作培训;家政服务;文化用品、体育用品、音乐器材、办公用品、日用品的批发、零售;食品经营;文化艺术交流活动组织策划;企业管理咨询;企业形象策划;会务服务;计算机软硬件的技术咨询、技术研发、技术服务;庆典活动策划;企业营销策划;展览展示服务;广告服务;人力资源信息咨询;以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。
